ma_sv,nam_hoc,hoc_ky,nam,ma_mon,ten_mon,khoi_kien_thuc,so_tin_chi,profile,diem_cc,diem_bt,diem_gk,diem_ck,diem_tong,xep_loai,diem_gpa,lms_logins,so_lan_vang,ty_le_nop_bai,muc_tham_gia,gio_tu_hoc,ielts_score,dat_mon,dropout_risk,risk_level,dat_PLO1,dat_PLO2,dat_PLO3,dat_PLO4,dat_PLO5,dat_PLO6,dat_PLO7,dat_PLO8,dat_PLO9,dat_PLO10
SV0428,2021-2022,1,1,BEB11003,Kỹ năng giao tiếp LT,1,1,below_avg,7.19,7.17,5.6,3.69,5.31,D+,1.5,9,6,0.797,5.55,19.7,4.2,1,0,Trung bình,,,,,,,0.0,,,
SV0428,2021-2022,1,1,BEB12002,Tin học ứng dụng,1,2,below_avg,9.11,6.0,3.48,4.56,4.98,F,0.0,30,4,0.776,4.93,19.7,4.2,1,0,Trung bình,0.0,,,,,,,,,
SV0429,2022-2023,1,2,DSB410026,Đồ án tốt nghiệp,5,10,average,6.81,5.71,5.05,7.41,6.3,C,2.0,38,3,0.66,6.1,16.1,3.2,1,0,Thấp,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
SV0429,2022-2023,2,2,CSB35038,Quản lý dự án phần mềm,3,5,average,6.37,6.65,5.65,3.79,5.18,D+,1.5,33,1,0.599,4.66,16.1,3.2,1,0,Trung bình,,,,,,,0.0,,,0.0
SV0429,2022-2023,1,2,DSB15029,Thách thức dữ liệu: khai phá,3,5,average,8.44,5.56,4.71,6.64,6.02,C,2.0,28,4,0.698,6.41,16.1,3.2,1,0,Trung bình,,,0.0,,,,,1.0,,
SV0429,2022-2023,1,2,BEB15139,Tiếng Anh học thuật 3,1,5,average,7.22,4.21,4.98,6.75,5.76,C,2.0,27,3,0.614,4.88,16.1,3.2,1,0,Trung bình,,,,,,0.0,,,,
SV0430,2023-2024,1,3,DSB23017,Thách thức dữ liệu 2,3,3,average,7.79,7.62,5.52,7.41,6.92,F,0.0,40,5,0.925,6.36,16.1,5.8,1,0,Trung bình,,,1.0,,,,0.0,1.0,,
SV0430,2023-2024,2,3,DSB310022,Thực tập nghề nghiệp,5,10,average,7.13,6.07,6.72,4.45,5.72,C,2.0,28,5,0.699,6.82,16.1,5.8,1,0,Trung bình,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
SV0430,2023-2024,1,3,DSB33021,Kỹ thuật mô hình hóa,3,3,average,8.24,5.09,8.31,6.94,7.11,B,3.0,22,3,0.994,5.6,16.1,5.8,1,0,Thấp,,0.0,0.0,,,,,,,
SV0430,2023-2024,1,3,DSB25031,Học máy và Học sâu,3,5,average,5.68,5.88,4.77,7.24,6.07,C,2.0,22,3,0.641,5.07,16.1,5.8,1,0,Thấp,1.0,0.0,1.0,,,,,,,
SV0431,2021-2022,2,1,CSB45051,Thực tiễn tốt nhất phát triển PM,3,5,good,7.11,9.57,5.66,7.02,7.13,B,3.0,42,1,0.735,5.69,14.2,3.9,1,0,Thấp,,0.0,,,,,,,,0.0
SV0431,2021-2022,2,1,BEB12001,Kỹ năng học thuật,1,2,good,10.0,10.0,7.14,5.81,7.47,B,3.0,47,0,0.768,6.87,14.2,3.9,1,0,Thấp,,,,,,1.0,,,1.0,
SV0431,2021-2022,2,1,DSB25030,Đại số tuyến tính cho KHDL,2,5,good,6.42,6.66,8.42,7.46,7.48,B,3.0,43,0,0.992,6.81,14.2,3.9,1,0,Thấp,1.0,,1.0,,,,,,,
SV0431,2021-2022,2,1,BEB14133,Chuẩn bị kỹ năng IELTS L4,1,4,good,7.33,5.49,9.81,8.46,8.16,B+,3.5,48,4,0.884,8.85,14.2,3.9,1,0,Trung bình,,,,,,1.0,,,,
SV0432,2023-2024,1,3,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,below_avg,3.61,4.45,4.39,5.52,4.78,D,1.0,22,7,0.628,4.45,12.5,4.6,1,0,Cao,,,,,,,1.0,,,
SV0432,2023-2024,1,3,DSB43024,Đạo đức trong KHDL,3,3,below_avg,5.58,5.59,4.87,3.75,4.64,D,1.0,20,5,0.399,5.32,12.5,4.6,1,0,Trung bình,,,,1.0,,,,,,1.0
SV0432,2023-2024,1,3,CSB35040,Kiểm thử phần mềm,3,5,below_avg,6.63,6.96,3.46,5.86,5.44,F,0.0,27,4,0.494,3.91,12.5,4.6,1,0,Trung bình,,1.0,,,1.0,,,,,
SV0432,2023-2024,2,3,DSB33020,Dự đoán ứng dụng,3,3,below_avg,4.49,6.91,3.0,4.68,4.6,D,1.0,23,5,0.617,5.95,12.5,4.6,1,0,Trung bình,,,0.0,1.0,,,,,,
SV0433,2022-2023,2,2,BEB14137,Tiếng Anh học thuật 1,1,4,average,9.35,7.09,7.67,8.19,7.93,F,0.0,41,4,0.658,6.19,25.5,3.5,1,0,Trung bình,,,,,,1.0,,,,
SV0433,2022-2023,1,2,CSB35040,Kiểm thử phần mềm,3,5,average,6.88,6.15,7.88,5.29,6.4,C,2.0,36,3,0.721,5.12,25.5,3.5,1,0,Thấp,,1.0,,,0.0,,,,,
SV0433,2022-2023,2,2,DSB13002,Tiếng Anh trong CNTT,1,3,average,6.92,5.21,3.75,6.72,5.55,C,2.0,28,1,0.405,5.96,25.5,3.5,1,0,Trung bình,1.0,,,,,1.0,,,,
SV0433,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,average,5.57,6.13,7.25,6.25,6.46,F,0.0,30,2,0.717,5.28,25.5,3.5,1,0,Thấp,,,,,,,,1.0,1.0,
SV0434,2022-2023,1,2,DSB23015,Thách thức dữ liệu 1,2,3,below_avg,9.01,6.22,5.0,6.14,6.1,C,2.0,29,2,0.817,4.98,16.5,4.8,1,0,Thấp,,,1.0,,,,0.0,0.0,,
SV0434,2022-2023,1,2,DSB45028,Phân tích dữ liệu cho KHSS,3,5,below_avg,5.45,6.26,3.07,3.99,4.31,D,1.0,5,3,0.598,5.34,16.5,4.8,1,0,Cao,,,1.0,1.0,,,,,,
SV0434,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,below_avg,7.62,4.92,5.1,3.96,4.86,D,1.0,25,3,0.819,6.14,16.5,4.8,1,0,Trung bình,,,,,,,,0.0,1.0,
SV0434,2022-2023,2,2,CSB25017,Lập trình hướng đối tượng,2,5,below_avg,6.51,4.59,5.45,4.07,4.83,D,1.0,32,5,0.913,5.6,16.5,4.8,1,0,Trung bình,1.0,0.0,,,,,,,,
SV0435,2022-2023,2,2,BEB13116,Tư duy thiết kế,1,3,average,7.47,8.25,7.59,6.22,7.16,B,3.0,39,5,0.838,5.99,18.2,3.5,1,0,Trung bình,,0.0,,,,,,1.0,,
SV0435,2022-2023,1,2,DSB43024,Đạo đức trong KHDL,3,3,average,7.34,7.06,6.17,6.61,6.64,C+,2.5,29,0,1.0,5.83,18.2,3.5,1,0,Thấp,,,,0.0,,,,,,1.0
SV0435,2022-2023,2,2,DSB45027,Internet kết nối vạn vật,3,5,average,8.17,6.53,6.92,4.81,6.13,C,2.0,29,4,0.748,5.2,18.2,3.5,1,0,Trung bình,,,1.0,,0.0,,,,,
SV0435,2022-2023,1,2,DSB45035,Ngôn ngữ tự nhiên,3,5,average,7.78,4.55,2.94,7.31,5.49,F,0.0,21,2,0.223,7.22,18.2,3.5,1,0,Trung bình,1.0,,1.0,,,,,,,
SV0436,2022-2023,2,2,DSB310022,Thực tập nghề nghiệp,5,10,below_avg,5.67,5.3,6.01,2.72,4.52,D,1.0,19,6,0.411,4.81,16.5,2.9,1,0,Trung bình,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
SV0436,2022-2023,1,2,DSB23015,Thách thức dữ liệu 1,2,3,below_avg,7.52,4.21,3.93,3.58,4.2,D,1.0,6,8,0.483,4.14,16.5,2.9,1,0,Cao,,,1.0,,,,0.0,0.0,,
SV0436,2022-2023,1,2,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,below_avg,7.73,3.5,2.95,5.16,4.42,D,1.0,19,4,0.634,5.14,16.5,2.9,1,0,Cao,0.0,1.0,0.0,,,,,,,
SV0436,2022-2023,1,2,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,below_avg,5.16,3.7,5.12,2.34,3.73,F,0.0,16,4,0.544,5.4,16.5,2.9,0,0,Cao,,0.0,1.0,,,,,,,
SV0437,2022-2023,2,2,DSB45025,Thách thức dữ liệu nâng cao,3,5,below_avg,6.28,4.5,4.92,6.34,5.54,C,2.0,28,6,0.349,3.82,22.1,4.2,1,0,Trung bình,,,0.0,,,,,0.0,1.0,
SV0437,2022-2023,2,2,DSB23018,Phân tích dữ liệu lớn,3,3,below_avg,5.16,6.67,5.62,5.77,5.85,C,2.0,16,4,0.692,4.74,22.1,4.2,1,0,Trung bình,,,1.0,1.0,1.0,,,,,
SV0437,2022-2023,2,2,BEB14137,Tiếng Anh học thuật 1,1,4,below_avg,7.05,3.19,5.55,3.65,4.47,D,1.0,18,4,0.517,4.71,22.1,4.2,1,0,Cao,,,,,,1.0,,,,
SV0437,2022-2023,1,2,DSB23017,Thách thức dữ liệu 2,3,3,below_avg,5.31,6.58,4.83,4.35,5.04,D+,1.5,14,4,0.454,5.77,22.1,4.2,1,0,Trung bình,,,1.0,,,,0.0,0.0,,
SV0438,2023-2024,1,3,BEB14127,Tiếng Anh nền tảng 2,1,4,average,6.46,6.81,6.64,5.44,6.17,C,2.0,17,6,0.993,6.36,19.6,2.3,1,0,Trung bình,,,,,,1.0,,,,
SV0438,2023-2024,1,3,BEB32123,Kinh tế chính trị Mác-Lênin,1,2,average,7.75,7.09,3.5,5.78,5.55,C,2.0,26,2,0.666,4.41,19.6,2.3,1,0,Trung bình,,,,,,,1.0,,,
SV0438,2023-2024,2,3,CSB35038,Quản lý dự án phần mềm,3,5,average,6.18,6.39,7.0,8.16,7.26,B,3.0,27,4,0.957,6.74,19.6,2.3,1,0,Trung bình,,,,,,,1.0,,,1.0
SV0438,2023-2024,1,3,BEB12013,Văn hóa và Giáo dục Anh,1,2,average,5.72,4.84,6.42,6.13,5.92,C,2.0,26,3,0.52,5.29,19.6,2.3,1,0,Trung bình,,,,,,1.0,,,,
SV0439,2021-2022,1,1,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,below_avg,6.13,3.36,6.09,4.39,4.87,D,1.0,15,6,0.395,4.25,16.0,4.5,1,0,Trung bình,1.0,0.0,1.0,,,,,,,
SV0439,2021-2022,1,1,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,below_avg,3.99,4.02,4.88,3.88,4.22,D,1.0,19,4,0.611,4.04,16.0,4.5,1,0,Cao,,,,,,0.0,,,,
SV0439,2021-2022,2,1,DSB25030,Đại số tuyến tính cho KHDL,2,5,below_avg,4.66,4.51,2.72,4.01,3.79,F,0.0,15,6,0.541,5.12,16.0,4.5,0,1,Cao,0.0,,0.0,,,,,,,
SV0439,2021-2022,2,1,BEB12001,Kỹ năng học thuật,1,2,below_avg,3.6,4.62,5.13,4.22,4.51,D,1.0,13,4,0.501,5.78,16.0,4.5,1,0,Trung bình,,,,,,0.0,,,1.0,
SV0440,2022-2023,2,2,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,average,6.23,3.64,6.18,6.98,6.0,C,2.0,9,3,0.641,6.75,17.1,5.8,1,0,Trung bình,,,,,,,,0.0,1.0,
SV0440,2022-2023,1,2,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,average,7.01,6.91,5.85,6.66,6.5,C+,2.5,38,2,0.893,7.45,17.1,5.8,1,0,Thấp,,0.0,0.0,,,,,,,
SV0440,2022-2023,2,2,BEB14126,Tiếng Anh nền tảng 1,1,4,average,7.81,7.92,7.55,7.06,7.45,B,3.0,11,2,0.762,6.24,17.1,5.8,1,0,Thấp,,,,,,1.0,,,,
SV0440,2022-2023,2,2,BEB14137,Tiếng Anh học thuật 1,1,4,average,8.79,4.9,8.69,5.74,6.76,C+,2.5,23,4,0.989,6.85,17.1,5.8,1,0,Trung bình,,,,,,1.0,,,,
SV0441,2024-2025,2,4,BEB14131,Chuẩn bị kỹ năng IELTS L2,1,4,at_risk,4.74,2.44,4.75,2.2,3.27,F,0.0,19,9,0.483,3.53,11.0,4.4,0,1,Cao,,,,,,0.0,,,,
SV0441,2024-2025,1,4,CSB25018,Phân tích HT & thiết kế CSDL,2,5,at_risk,5.65,3.27,3.0,3.06,3.34,F,0.0,0,7,0.647,3.64,11.0,4.4,0,1,Cao,,0.0,,0.0,1.0,,,,,
SV0441,2024-2025,1,4,DSB45028,Phân tích dữ liệu cho KHSS,3,5,at_risk,3.66,3.01,5.86,3.33,4.06,D,1.0,5,6,0.31,2.67,11.0,4.4,1,0,Cao,,,0.0,1.0,,,,,,
SV0441,2024-2025,2,4,DSB45025,Thách thức dữ liệu nâng cao,3,5,at_risk,3.85,2.48,4.28,2.9,3.33,F,0.0,4,7,0.881,4.72,11.0,4.4,0,1,Cao,,,1.0,,,,,0.0,0.0,
SV0442,2024-2025,1,4,DSB43024,Đạo đức trong KHDL,3,3,at_risk,5.86,3.67,3.66,3.06,3.64,F,0.0,12,9,0.645,3.52,20.3,4.8,0,1,Cao,,,,0.0,,,,,,0.0
SV0442,2024-2025,1,4,BEB22034,Tư tưởng Hồ Chí Minh,1,2,at_risk,4.06,2.55,4.15,2.14,3.02,F,0.0,16,7,0.673,4.14,20.3,4.8,0,1,Cao,,,,,,,,,,0.0
SV0442,2024-2025,1,4,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,at_risk,4.43,3.99,4.39,1.14,3.01,F,0.0,23,11,0.692,4.31,20.3,4.8,0,1,Cao,,,,,,1.0,,,,
SV0442,2024-2025,2,4,DSB13002,Tiếng Anh trong CNTT,1,3,at_risk,4.61,3.37,4.66,1.83,3.26,F,0.0,1,7,0.648,2.63,20.3,4.8,0,1,Cao,0.0,,,,,0.0,,,,
SV0443,2024-2025,1,4,BEB22034,Tư tưởng Hồ Chí Minh,1,2,below_avg,5.25,3.99,5.25,4.25,4.6,D,1.0,27,5,0.743,4.53,9.9,4.7,1,0,Trung bình,,,,,,,,,,0.0
SV0443,2024-2025,2,4,DSB25030,Đại số tuyến tính cho KHDL,2,5,below_avg,8.44,5.06,5.4,3.38,4.83,D,1.0,27,6,0.476,5.59,9.9,4.7,1,0,Trung bình,1.0,,0.0,,,,,,,
SV0443,2024-2025,2,4,BEB12003,Kỹ năng giao tiếp,1,2,below_avg,6.97,5.62,4.63,5.5,5.41,F,0.0,28,4,0.55,3.23,9.9,4.7,1,0,Trung bình,,,,,,,1.0,0.0,,
SV0443,2024-2025,2,4,DSB310022,Thực tập nghề nghiệp,5,10,below_avg,5.69,5.16,4.54,4.04,4.58,D,1.0,21,3,0.515,4.1,9.9,4.7,1,0,Trung bình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SV0444,2024-2025,2,4,DSB45027,Internet kết nối vạn vật,3,5,at_risk,4.28,1.71,4.77,1.19,2.68,F,0.0,0,6,0.289,3.77,22.4,4.7,0,1,Cao,,,0.0,,0.0,,,,,
SV0444,2024-2025,2,4,DSB25030,Đại số tuyến tính cho KHDL,2,5,at_risk,4.95,3.52,1.26,2.14,2.43,F,0.0,9,7,0.501,4.68,22.4,4.7,0,1,Cao,0.0,,1.0,,,,,,,
SV0444,2024-2025,2,4,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,at_risk,3.41,3.22,3.73,2.94,3.28,F,0.0,14,11,0.293,2.99,22.4,4.7,0,1,Cao,,0.0,,,0.0,,,,,
SV0444,2024-2025,2,4,BEB12003,Kỹ năng giao tiếp,1,2,at_risk,5.95,4.26,4.98,5.3,5.06,D+,1.5,12,5,0.445,5.69,22.4,4.7,1,0,Trung bình,,,,,,,1.0,0.0,,
SV0445,2024-2025,1,4,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,below_avg,6.83,4.66,2.97,4.54,4.32,D,1.0,24,4,0.567,5.04,19.4,4.5,1,0,Cao,0.0,0.0,0.0,,,,,,,
SV0445,2024-2025,1,4,DSB25031,Học máy và Học sâu,3,5,below_avg,7.24,5.95,3.99,5.26,5.22,D+,1.5,23,3,0.48,5.68,19.4,4.5,1,0,Trung bình,1.0,0.0,1.0,,,,,,,
SV0445,2024-2025,1,4,BEB14127,Tiếng Anh nền tảng 2,1,4,below_avg,7.4,5.24,4.51,4.97,5.13,D+,1.5,14,4,0.329,3.26,19.4,4.5,1,0,Trung bình,,,,,,1.0,,,,
SV0445,2024-2025,2,4,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,below_avg,6.08,5.24,4.76,3.51,4.49,D,1.0,17,5,0.521,4.25,19.4,4.5,1,0,Cao,,,,,,,,0.0,0.0,
SV0446,2021-2022,2,1,BEB15138,Tiếng Anh học thuật 2,1,5,below_avg,6.67,4.24,3.51,5.56,4.79,D,1.0,18,3,0.84,3.39,14.1,4.4,1,0,Trung bình,,,,,,0.0,,,,
SV0446,2021-2022,1,1,DSB23017,Thách thức dữ liệu 2,3,3,below_avg,3.73,5.32,4.03,5.48,4.84,D,1.0,19,7,0.486,3.4,14.1,4.4,1,0,Cao,,,1.0,,,,1.0,1.0,,
SV0446,2021-2022,1,1,CSB35040,Kiểm thử phần mềm,3,5,below_avg,4.73,4.12,6.67,5.35,5.44,F,0.0,17,5,0.244,4.44,14.1,4.4,1,0,Trung bình,,0.0,,,1.0,,,,,
SV0446,2021-2022,2,1,DSB45025,Thách thức dữ liệu nâng cao,3,5,below_avg,5.35,4.95,5.21,4.49,4.88,D,1.0,26,5,0.627,6.71,14.1,4.4,1,0,Trung bình,,,1.0,,,,,0.0,0.0,
SV0447,2024-2025,2,4,DSB25030,Đại số tuyến tính cho KHDL,2,5,average,7.12,5.99,6.43,7.49,6.84,C+,2.5,42,3,0.728,7.73,13.9,5.7,1,0,Thấp,0.0,,0.0,,,,,,,
SV0447,2024-2025,2,4,BEB14126,Tiếng Anh nền tảng 1,1,4,average,8.61,7.99,6.82,3.67,5.97,C,2.0,21,3,0.449,5.88,13.9,5.7,1,0,Trung bình,,,,,,1.0,,,,
SV0447,2024-2025,2,4,DSB33020,Dự đoán ứng dụng,3,3,average,6.8,4.74,7.06,6.82,6.47,F,0.0,28,4,0.864,7.53,13.9,5.7,1,0,Trung bình,,,1.0,0.0,,,,,,
SV0447,2024-2025,1,4,DSB25031,Học máy và Học sâu,3,5,average,4.75,6.75,5.52,5.17,5.55,C,2.0,39,4,0.249,6.92,13.9,5.7,1,0,Trung bình,1.0,0.0,1.0,,,,,,,
SV0448,2021-2022,1,1,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,average,6.7,5.08,4.09,6.95,5.69,C,2.0,33,3,0.441,6.37,14.1,5.1,1,0,Trung bình,1.0,1.0,1.0,,,,,,,
SV0448,2021-2022,2,1,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,average,7.31,4.25,4.73,5.76,5.3,D+,1.5,37,1,0.571,6.45,14.1,5.1,1,0,Trung bình,0.0,1.0,,,1.0,,,,,
SV0448,2021-2022,2,1,BEB15138,Tiếng Anh học thuật 2,1,5,average,6.21,7.92,7.81,7.21,7.43,B,3.0,38,0,0.708,5.89,14.1,5.1,1,0,Thấp,,,,,,1.0,,,,
SV0448,2021-2022,2,1,BEB14128,Tiếng Anh học thuật nâng cao,1,4,average,6.62,7.09,6.45,6.63,6.67,C+,2.5,29,1,0.445,7.48,14.1,5.1,1,0,Thấp,,,,,,1.0,,,,
SV0449,2023-2024,2,3,CSB25022,Thiết kế & phát triển ứng dụng web,3,5,average,6.62,7.19,3.48,6.35,5.68,C,2.0,37,4,0.656,7.26,17.1,5.1,1,0,Trung bình,1.0,1.0,,,1.0,,,,,
SV0449,2023-2024,2,3,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,average,8.6,4.79,3.9,8.34,6.32,C,2.0,22,2,0.929,6.97,17.1,5.1,1,0,Thấp,,1.0,,,1.0,,,,,
SV0449,2023-2024,2,3,CSB25017,Lập trình hướng đối tượng,2,5,average,5.73,7.05,6.87,4.02,5.65,C,2.0,41,0,0.705,5.57,17.1,5.1,1,0,Trung bình,1.0,1.0,,,,,,,,
SV0449,2023-2024,2,3,BEB14128,Tiếng Anh học thuật nâng cao,1,4,average,6.96,6.74,5.9,7.06,6.64,C+,2.5,47,0,0.372,5.78,17.1,5.1,1,0,Thấp,,,,,,0.0,,,,
SV0450,2024-2025,1,4,DSB23015,Thách thức dữ liệu 1,2,3,below_avg,6.58,6.14,4.86,4.08,4.98,F,0.0,23,5,0.683,3.29,19.4,3.4,1,0,Trung bình,,,1.0,,,,0.0,0.0,,
SV0450,2024-2025,2,4,DSB33019,Thách thức dữ liệu 3,3,3,below_avg,6.87,4.67,3.92,5.22,4.89,D,1.0,18,7,0.816,6.0,19.4,3.4,1,0,Cao,,,1.0,,,,1.0,,1.0,
SV0450,2024-2025,1,4,DSB23017,Thách thức dữ liệu 2,3,3,below_avg,5.42,4.19,3.96,4.49,4.36,D,1.0,23,2,0.483,5.21,19.4,3.4,1,0,Cao,,,0.0,,,,0.0,1.0,,
SV0450,2024-2025,1,4,DSB45035,Ngôn ngữ tự nhiên,3,5,below_avg,4.51,3.91,4.73,5.11,4.7,D,1.0,21,3,0.515,6.51,19.4,3.4,1,0,Trung bình,1.0,,0.0,,,,,,,
SV0451,2021-2022,1,1,DSB23017,Thách thức dữ liệu 2,3,3,good,7.39,9.96,6.53,5.95,7.07,B,3.0,28,0,0.991,6.92,15.0,4.7,1,0,Thấp,,,1.0,,,,1.0,1.0,,
SV0451,2021-2022,1,1,DSB35032,Thách thức dữ liệu: Hệ đề nghị,3,5,good,7.09,6.61,7.31,8.08,7.46,B,3.0,40,1,0.938,6.08,15.0,4.7,1,0,Thấp,,1.0,1.0,,,,,,,
SV0451,2021-2022,2,1,BEB12003,Kỹ năng giao tiếp,1,2,good,7.44,7.99,6.59,5.09,6.36,C,2.0,40,0,0.924,8.31,15.0,4.7,1,0,Thấp,,,,,,,0.0,0.0,,
SV0451,2021-2022,2,1,CSB13054,Nhập môn lập trình và máy tính,2,3,good,8.42,5.81,8.14,8.76,7.95,F,0.0,40,0,0.503,8.31,15.0,4.7,1,0,Thấp,1.0,,1.0,,,,,,,
SV0452,2023-2024,2,3,BEB12003,Kỹ năng giao tiếp,1,2,average,8.23,7.48,5.37,5.09,5.97,C,2.0,10,2,0.386,6.62,19.2,4.4,1,0,Trung bình,,,,,,,1.0,1.0,,
SV0452,2023-2024,1,3,BEB14127,Tiếng Anh nền tảng 2,1,4,average,7.97,6.68,5.86,8.22,7.18,B,3.0,35,2,0.794,6.99,19.2,4.4,1,0,Thấp,,,,,,1.0,,,,
SV0452,2023-2024,1,3,DSB23015,Thách thức dữ liệu 1,2,3,average,5.65,7.27,7.51,7.62,7.32,B,3.0,42,6,1.0,6.54,19.2,4.4,1,0,Trung bình,,,1.0,,,,0.0,0.0,,
SV0452,2023-2024,1,3,DSB23017,Thách thức dữ liệu 2,3,3,average,7.62,6.25,3.73,5.86,5.48,F,0.0,35,1,0.575,6.63,19.2,4.4,1,0,Trung bình,,,1.0,,,,0.0,0.0,,
SV0453,2021-2022,1,1,CSB35037,Nhập môn trí tuệ nhân tạo,3,5,good,8.58,7.22,4.48,7.43,6.62,C+,2.5,36,4,0.906,6.7,18.2,4.9,1,0,Trung bình,1.0,0.0,1.0,,,,,,,
SV0453,2021-2022,1,1,BEB12013,Văn hóa và Giáo dục Anh,1,2,good,7.74,8.22,6.78,8.78,7.97,F,0.0,49,0,0.641,9.53,18.2,4.9,1,0,Thấp,,,,,,0.0,,,,
SV0453,2021-2022,1,1,DSB45035,Ngôn ngữ tự nhiên,3,5,good,6.49,5.62,7.45,6.13,6.46,F,0.0,39,1,0.836,8.63,18.2,4.9,1,0,Thấp,1.0,,1.0,,,,,,,
SV0453,2021-2022,1,1,BEB15139,Tiếng Anh học thuật 3,1,5,good,6.64,7.97,9.16,7.02,7.81,B,3.0,48,0,0.853,6.34,18.2,4.9,1,0,Thấp,,,,,,1.0,,,,
SV0454,2022-2023,1,2,BEB14130,Chuẩn bị kỹ năng IELTS L1,1,4,at_risk,5.24,3.31,5.29,3.16,4.04,D,1.0,9,6,0.288,3.83,23.9,4.2,1,0,Cao,,,,,,1.0,,,,
SV0454,2022-2023,2,2,BEB14131,Chuẩn bị kỹ năng IELTS L2,1,4,at_risk,3.73,3.45,3.33,2.25,2.96,F,0.0,3,8,0.516,2.91,23.9,4.2,0,1,Cao,,,,,,1.0,,,,
SV0454,2022-2023,1,2,BEB14132,Chuẩn bị kỹ năng IELTS L3,1,4,at_risk,4.84,4.61,3.75,2.72,3.62,F,0.0,12,10,0.624,3.76,23.9,4.2,0,1,Cao,,,,,,1.0,,,,
SV0454,2022-2023,2,2,CSB25017,Lập trình hướng đối tượng,2,5,at_risk,4.81,3.72,2.91,1.14,2.55,F,0.0,12,8,0.507,4.54,23.9,4.2,0,1,Cao,0.0,0.0,,,,,,,,
SV0455,2021-2022,2,1,DSB33019,Thách thức dữ liệu 3,3,3,average,6.03,6.84,7.18,3.78,5.64,C,2.0,32,0,0.468,7.29,16.7,3.9,1,0,Trung bình,,,1.0,,,,1.0,,0.0,
SV0455,2021-2022,2,1,BEB13004,Lập kế hoạch phát triển cá nhân,1,3,average,6.38,6.28,5.2,5.09,5.49,F,0.0,26,3,0.525,5.32,16.7,3.9,1,0,Trung bình,,,,,,,,1.0,0.0,
SV0455,2021-2022,2,1,DSB13002,Tiếng Anh trong CNTT,1,3,average,5.8,5.35,6.77,5.92,6.05,C,2.0,15,4,0.913,4.82,16.7,3.9,1,0,Trung bình,0.0,,,,,1.0,,,,
SV0455,2021-2022,2,1,CSB35036,Thiết kế & phát triển ứng dụng di động,3,5,average,7.81,5.75,5.91,5.97,6.1,C,2.0,18,5,0.949,5.45,16.7,3.9,1,0,Trung bình,,1.0,,,0.0,,,,,
SV0456,2024-2025,1,4,BEB15139,Tiếng Anh học thuật 3,1,5,good,9.5,7.08,8.25,8.79,8.36,B+,3.5,33,0,1.0,7.43,29.6,4.4,1,0,Thấp,,,,,,1.0,,,,
SV0456,2024-2025,1,4,BEB13009,Khởi sự kinh doanh,1,3,good,6.75,7.33,9.01,8.32,8.17,B+,3.5,43,3,1.0,7.83,29.6,4.4,1,0,Thấp,,,,1.0,,,,1.0,,
SV0456,2024-2025,2,4,BEB12003,Kỹ năng giao tiếp,1,2,good,9.32,7.03,8.28,7.2,7.7,B,3.0,45,5,0.993,7.98,29.6,4.4,1,0,Trung bình,,,,,,,1.0,0.0,,
SV0456,2024-2025,2,4,CSB25017,Lập trình hướng đối tượng,2,5,good,6.79,8.56,8.23,7.28,7.78,B,3.0,55,3,0.872,8.07,29.6,4.4,1,0,Thấp,0.0,1.0,,,,,,,,
SV0457,2022-2023,2,2,BEB42125,Lịch sử Đảng CSVN,1,2,good,4.76,7.2,5.53,6.77,6.28,C,2.0,53,0,0.728,8.33,14.5,3.2,1,0,Thấp,,,,,,,,,,0.0
SV0457,2022-2023,2,2,BEB15138,Tiếng Anh học thuật 2,1,5,good,7.07,9.94,7.65,8.62,8.44,F,0.0,45,1,1.0,9.41,14.5,3.2,1,0,Thấp,,,,,,1.0,,,,
SV0457,2022-2023,1,2,BEB12013,Văn hóa và Giáo dục Anh,1,2,good,7.96,7.45,6.68,8.68,7.76,B,3.0,44,4,1.0,8.86,14.5,3.2,1,0,Trung bình,,,,,,0.0,,,,
SV0457,2022-2023,1,2,BEB13009,Khởi sự kinh doanh,1,3,good,7.03,6.63,8.79,6.34,7.2,B,3.0,34,0,1.0,7.36,14.5,3.2,1,0,Thấp,,,,1.0,,,,1.0,,
